OPERATOR,ATYPE,INCIDENT_DATE,STATE,AIRPORT,PHASE_OF_FLT,HEIGHT,SPEED,SPECIES,BIRDS_STRUCK,EFFECT,DAMAGE,COST_REPAIRS,PERSON,REMAINS_COLLECTED,REMARKS
UPS AIRLINES,A-300,09/02/15 00:00:00,KY,LOUISVILLE INTL ARPT-STANDIFORD FIELD,Approach,650,129,Unknown bird - small,1,None,N,,Air Transport Operations,0,SMALL BLOOD SMEAR BELOW F/O SIDE OF NOSE ABOUT 5' BACK FROM RADOME.
UPS AIRLINES,A-300,09/02/15 00:00:00,,UNKNOWN,,,,Unknown bird - small,1,None,N,,Air Transport Operations,0,"SMALL BIRD STRIKE OF UNKNOWN SPECIES, TIMELINE OR PHASE OF FLIGHT ON RIGHT SIDE OF RADOME.  NO INJURIES OR DAMAGE, ETC.  9:31 AM DAY"
UPS AIRLINES,A-300,09/02/15 00:00:00,KY,LOUISVILLE INTL ARPT-STANDIFORD FIELD,Approach,3000,250,Unknown bird - small,1,None,N,,Air Transport Operations,0,
UPS AIRLINES,B-767-300,09/02/15 00:00:00,KY,LOUISVILLE INTL ARPT-STANDIFORD FIELD,Landing Roll,0,150,Unknown bird - medium,1,None,N,,Air Transport Operations,0,HEARD LOUD THUNK ON LOWER RIGHT NOSE.  NO APPARENT DAMAGE.  ENTERED IN LGBBOOK AND MX NOTIFIED.
US CUSTOMS AND BORDER PROTECTION,CITATION II,09/02/15 00:00:00,TX,SAN ANGELO REGNL ARPT/MATHIS FIELD,Take-off run,0,80,Unknown bird - small,1,Aborted Take-off,N,,Pilot,0,APPEARED TO BE A DOVE.
VIRGIN AMERICA,A-320,09/02/15 00:00:00,DC,WASHINGTON DULLES INTL ARPT,Approach,5000,250,Unknown bird - medium,1,None,N,,Airport Operations,0,
VIRGIN AMERICA,A-320,09/02/15 00:00:00,,UNKNOWN,,,,Hooded oriole,1,None,N,,Airport Operations,1,ASSUME 1 STRUCK.  DISCOVERED DURING POST FLIGHT.
UNKNOWN,UNKNOWN,09/02/15 00:00:00,NY,ALBANY INTL,,,,Killdeer,1,,,,Carcass Found,1,BIRD REMAINED INTACT.  6:00 AM DAWN
UNKNOWN,UNKNOWN,09/02/15 00:00:00,IL,CENTRAL ILLINOIS REGNL ARPT AT BLOOMINGTON-NORMAL,,,,Killdeer,1,,,,Carcass Found,1,REMAINS OF A KILLDEER FOUND DURING ROUTINE INSPECTION.  NO STRIKE WAS REPORTED TO ATCT.
UNKNOWN,UNKNOWN,09/02/15 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,,,,Tree swallow,2-10,,,,Carcass Found,1,XSIGHT FOD DETECTION- 2 BIRDS AT TWY C.  NO REPORTED STRIKES.  9:30 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,,,,Semipalmated sandpiper,1,,,,Carcass Found,1,XSIGHT FOD DETECTION- 1 BIRD AT TWY C.  NO REPORTED STRIKES.  9:45 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,,,,American kestrel,1,,,,Carcass Found,1,XSIGHT FOD DETECTION- 1 BIRD AT 33L.  NO REPORTED STRIKES.  11:15 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,FL,DAYTONA BEACH INTL,,,,Common nighthawk,1,,,,Carcass Found,1,REMAINS FOUND DURING MORNING LIGHTING INSPECTION ON THE RWY 7L KEEL 100' WEST OF TWY N2.  5:34 AM DAWN
UNKNOWN,UNKNOWN,09/02/15 00:00:00,FL,DAYTONA BEACH INTL,,,,Killdeer,1,,,,Carcass Found,1,NO REPORTED STRIKES.  REMAINS LOCATED ON THE EAST SIDE OF THE RWY AT HOLD SHORT BAR ON TWY P.  7:54 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,FL,DAYTONA BEACH INTL,,,,Barn swallow,1,,,,Carcass Found,1,"DURING RWY INSPECTION OF 7L, REMAINS WERE LOCATED ON THE RWY NEAR N5.  19:00 PM DUSK"
UNKNOWN,UNKNOWN,09/02/15 00:00:00,TX,DALLAS LOVE FIELD ARPT,,,,Hawks,1,,,,Carcass Found,1,DEAD HAWK FOUND AT THE APCH END OF RWY 13L (WITHIN THE FIRST 1000' OF THE RWY).  6:42 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,TX,DALLAS/FORT WORTH INTL ARPT,,,,Mourning dove,1,,,,Carcass Found,1,DOVE REMAINS FOUND ON RWY 17C C/L AND 300' NORTH OF TWY M7 DURING CFR DRI AT 0740L.  UNKNOWN WHO ENCOUNTERED THE STRIKE.  7:40 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,MI,DETROIT METRO WAYNE COUNTY ARPT,,,,Killdeer,1,,,,Carcass Found,1,FOUND DURING DAYSHIFT RWY INSPECTION.  8:11 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,MI,DETROIT METRO WAYNE COUNTY ARPT,,,,Field sparrow,1,,,,Carcass Found,1,FOUND DURING MORNING INSPECTION.  10:50 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,MI,DETROIT METRO WAYNE COUNTY ARPT,,,,Killdeer,1,,,,Carcass Found,1,FOUND DURING AFTERNOON RWY INSPECTION.  17:22 PM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,MI,DETROIT METRO WAYNE COUNTY ARPT,,,,Mourning dove,1,,,,Carcass Found,1,17:23 PM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,NJ,NEWARK LIBERTY INTL ARPT,,,,European starling,1,,,,Carcass Found,1,FOUND BIRD ON RWY 22L AT 6000' REMAINING.  13:05 PM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,ND,GRAND FORKS INTL,,,,Baird's sandpiper,1,,,,Carcass Found,1,14:30 PM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,WI,LA CROSSE MUNICIPAL AIRPORT,,,,Killdeer,1,,,,Carcass Found,1,FOUND ONE KILLDEER CARCAS ON RWY 36 JUST NORTH OF TWY H WHICH APPEARED TO HAVE BEEN STRUCK BY AN A/C.  NO A/C HAD REPORTED ANY BIRDS BEING STRUCK.  8:00 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,RI,QUONSET STATE ARPT,,,,Tree swallow,1,,,,Carcass Found,1,OPS REPORTED FINDING BIRD REMAINS ON THE RWY TO USDA.  USDA BIOLOGIST FOUND AND REMOVED 1 TREE SWALLOW 5' FROM THE RWY C/L.  15:37 PM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,AZ,PHOENIX SKY HARBOR INTL ARPT,,,,Mourning dove,1,,,,Carcass Found,1,WHOLE CARCASS FOUND ON RWY DURING ROUTINE INSPECTION.  NO PILOT REPORT OF STRIKE.  8:00 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,RI,THEODORE FRANCIS GREEN STATE,,,,Mourning dove,1,,,,Carcass Found,1,BIRD FOUND ON EDGE OF RWY 23.  9:55 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,IL,CHICAGO/ROCKFORD INTL ARPT,,,,Killdeer,1,,,,Carcass Found,1,
UNKNOWN,UNKNOWN,09/02/15 00:00:00,FL,TAMPA INTL,,,,American kestrel,1,,,,Carcass Found,1,BIRD WAS FOUND WHOLE.  18:35 PM DUSK
UNKNOWN,UNKNOWN,09/02/15 00:00:00,CA,VAN NUYS ARPT,,,,Striped skunk,1,,,,Carcass Found,1,ATCT RECEIVED A PIREP OF A DECEASED SKUNK ON RWY 16R APPROX. 5' EAST OF RWY C/L BTWN TWY G AND TWY H.  ID CONFIRMED BY WS.  7:00 AM DAY
UNKNOWN,UNKNOWN,09/02/15 00:00:00,MI,WILLOW RUN ARPT,,,,European starling,1,,,,Carcass Found,1,"CARCASS WAS FOUND ON RWY 5R/23L, APPROX 2500' NORTH OF THE 5R APCH END DURING A ROUTINE AIRFIELD INSPECTION.  FAA TWR HAD NO REPORTS OF AN A/C ENCOUNTERING A BIRD STRIKE.  11:00 AM DAY"
ALASKA AIRLINES,B-737-800,09/03/15 00:00:00,,UNKNOWN,,,,Swainson's thrush,1,None,N,,Other,1,STRUCK NOSE LANDING GEAR.  7:15 AM DAY
AMERICAN AIRLINES,A-321,09/03/15 00:00:00,NC,CHARLOTTE/DOUGLAS INTL ARPT,Approach,,,Cliff swallow,1,None,N,,Airport Operations,1,"FLIGHT CREW REPORTED A STRIKE ON THE A/C'S WINDSHIELD.  KCLT ARPT OPS PERSONNEL RESPONDED TO THE GATE THE A/C ARRIVED AT TO COLLECT INFO AND EVIDENCE.  A/C WAS NOT AT THE GATE BY TIME ARPT OPS ARRIVED.  WHEN A/C FINALLY ARRIVED, INBOUND FLIGHT CREW IMMEDIATELY LEFT THE A/C SO THEY WERE UNAVAILABLE TO OCNFIRM WHEN/WHERE STRIKE OCCURRED SO IT IS ASSUMED IT OCCURRED ON EITHER APCH OR LANDING PHASE.  ARPT OPS PERSONNNEL COLLECTED A TISSUE SAMPLE FROM THE A/C WHICH WAS SENT TO THE SMITHSONIAN FOR ANAYLSIS.  AN INSPECTION OF THE ARRIVAL RWY WAS COMPLETED BUT NO OTHER REMAINS OR EVIDENCE WAS FOUND.  THERE WAS NO DAMAGE FOUND ON THE A/C."
AMERICAN AIRLINES,A-319,09/03/15 00:00:00,FL,SOUTHWEST FLORIDA INTL ARPT,Approach,,,Red-shouldered hawk,1,None,N,,Airport Operations,0,AAL OPS NOTIFIED ARPT OPS THAT THEIR DISPATCH CALLED STATING FLIGHT 1751 REPORTED STRIKING AN UNKNOWN SIZED BIRD WHILE ON APCH FOR RWY 24.  FLIGHT CREW HAD ALREADY LEFT AND NO FURTHER INFORMATION WAS GIVEN.  ARPT OPS LOOKED OVER THE A/C AND COULD NOT FIND ANY SIGN OF A STRIKE.  ARPT OPS INSPECTED RWY 24 AND NFOUND THE REMAINS OF ONE JUVENILE RED-SHOULDERED HAWK.  NO EFFECT ON THE FLIGHT AND NO DAMAGE TO THE A/C.
AMERICAN AIRLINES,A-319,09/03/15 00:00:00,,"GUADALAJARA, MEXICO",Approach,100,140,Unknown bird - small,1,None,N,,Pilot,0,"SAW 4 BIRDS, STRUCK 1.  NO A/C DAMAGE."
BOEING COMMERCIAL AIRPLANE GRP,B-787-9,09/03/15 00:00:00,,UNKNOWN,,,,Red bat,1,None,N,,Other,1,"ON POST FLIGHT INSPECTION, REMAINS WERE FOUND ON THE UNDERSIDE OUTBOARD LEFT WING FLAP.  DON'T KNOW WHEN STRIKE OCCURRED.  19:50 PM DUSK"
AMERICAN AIRLINES,MD-83,09/04/15 00:00:00,,UNKNOWN,,,,Hoary bat,1,,N,,Airport Operations,1,UNKN LOCATION OF STRIKE.  REMAINS COLLECTED FROM MX AT KDFW NO DATE AND TIME INDICATED.  NO DAMAGE.  UNKN EOF.  SNARGE AND SMALL FEATHER REMAINS SENT TO SMITH ON 9/9/2015.
AMERICAN AIRLINES,A-319,09/04/15 00:00:00,,BELIZE INTERNATIONAL ARPT,Descent,,,Unknown bird,1,None,N,,Pilot,0,NO DAMAGE TO A/C.  NO VISUAL SIGHTING BEFORE THE STRIKE.  JUST A LOUD THWACK.
BUSINESS,EXTRA 300,09/04/15 00:00:00,AZ,PHOENIX-MESA GATEWAY,Take-off run,0,,Mourning dove,1,None,N,,Airport Operations,1,STRUCK THE RIGHT WING.
EXPRESSJET AIRLINES,EMB-145,09/04/15 00:00:00,NE,EPPLEY AIRFIELD,Take-off run,0,120,Barn swallow,1,None,N,,Airport Operations,0,NO CALL RECEIVED FROM PILOT
FEDEX EXPRESS,DC-10-30,09/04/15 00:00:00,IN,INDIANAPOLIS INTL ARPT,Climb,2200,230,Unknown bird - medium,1,None,N,,Pilot,0,
BUSINESS,CL-601/604,09/04/15 00:00:00,TX,ARLINGTON MUNICIPAL ARPT (TX),Approach,4000,250,Unknown bird,1,None,N,,Pilot,0,"BIRD STRUCK RIGHT FORWARD SIDE OF FUSELAGE, ABOUT 6"" ABOVE THE RIGHT PITOT TUBE."
BUSINESS,LEARJET-35,09/04/15 00:00:00,VA,NEWPORT NEWS/WILLIAMSBURG INTL,Take-off run,0,,Mourning dove,2-10,Precautionary Landing,M?,10000,Airport Operations,1,BIRDS HIT THE COWLING/NACELLE OF THE #1 ENGINE THEN INGESTED THE BIRDS ON RWY 7 APPROX AROUND TWY F.  A/C WAS PAST V1 AND HAD TO CONTINUE WITH T/O ROLL.  PILOT DUMPED FUEL AND RETURED TO LAND ON RWY 7 WITHOUT FURTHER INCIDENT.  DAMAGE TO FAN BLADE.  WAS POSSIBLY AOS FOR 11 DAYS.
MESA AIRLINES,CRJ900,09/04/15 00:00:00,IA,DES MOINES INTL,Take-off run,0,,Swallows,2-10,None,N,,Airport Operations,1,PILOT REPORTED MULTIPLE BIRD STRIKE.  OPS RESPONDED AND COLLECTED 2 SWALLOW CARCASSES ON RWY 23.
PHI INC,EC135,09/04/15 00:00:00,,UNKNOWN,En Route,800,120,Unknown bird - medium,,None,,,Pilot,0,MEDICAL TRANSPORT.  PILOT HEARD A LOUD BANG AND SAW A MEDIUM SIZED BIRD HIT THE WINDSCREEN ON THE PILOT SIDE.
COMPASS AIRLINES,EMB-170,09/03/15 00:00:00,UT,SALT LAKE CITY INTL,Landing Roll,0,100,Horned lark,1,None,N,,Airport Operations,1,
DELTA AIR LINES,B-737-800,09/03/15 00:00:00,UT,SALT LAKE CITY INTL,Approach,1000,,Brazilian free-tailed bat,1,None,N,,Airport Operations,1,SLC CASE A15-25504
BUSINESS,DASSAULT,09/03/15 00:00:00,FL,DAYTONA BEACH INTL,Taxi,0,,Mourning dove,1,Other,N,,Airport Operations,1,BIRD STRUCK DURING PRE-FLIGHT RUN-UP ON N9.  BIRD FLEW INTO PROP.
ENDEAVOR AIR,CRJ900,09/03/15 00:00:00,,UNKNOWN,,,,Perching birds (y),1,None,N,,Airport Operations,1,"AT 1105L, DAL OPS NOTIFIED PORT AUTHORITY OPS THAT ENDEAVOR AIR INBOUND FLIGHT 4020 HAS A BIRD STRIKE ON THE RIGHT WING LEADING EDGE AND ARRIVED TO TERMINAL D, GATE D10.  FLG 4020 FROM KOMA HAD ARRIVED TO KLGA AT 1040L WITH NO ISSUES AND TAXIED TO THE TERMINAL UNDER ITS OWN POWER.  ARPT OPS SUPV RESPONDED TO THE GATE AND CREW WAS NOT AVAILABLE.  HOWEVER, FLG MX ADVISED THE CPTN HAD NOTED THE BIRD STRIKE IN THE A/C LOGBOOK.  FLG MX ADVISED NO DAMAGES TO A/C.  SNARGE SENT TO SMITHSONIAN FOR ID.   11:00 AM DAY"
ENVOY AIR,CRJ700,09/03/15 00:00:00,NY,LA GUARDIA ARPT,Climb,4500,210,Unknown bird - small,1,None,N,,Pilot,0,JUST BIRD REMAINS ON CPTN'S SIDE WINDOW.
EXPRESSJET AIRLINES,EMB-145,09/03/15 00:00:00,IL,CHICAGO O'HARE INTL ARPT,Approach,1200,140,Unknown bird - medium,1,None,M,30000,Other,1,SMITHSONIAN WAS ONLY ABLE TO FIND INSECT MATERIAL.  SAMPLE WAS TAKEN BY A/C MX.
EXPRESSJET AIRLINES,EMB-145,09/03/15 00:00:00,,UNKNOWN,,,,Common nighthawk,1,None,N,,Other,1,8:50 AM DAY
FEDEX EXPRESS,MD-11,09/03/15 00:00:00,,DUBAI INTL,Approach,200,150,Unknown bird - medium,1,None,N,,Pilot,0,
FEDEX EXPRESS,A-300,09/03/15 00:00:00,TN,MEMPHIS INTL,Approach,3000,170,Unknown bird,1,None,N,,Pilot,0,NO DAMAGE
FEDEX EXPRESS,A-300,09/03/15 00:00:00,TN,MEMPHIS INTL,Approach,6600,250,Unknown bird - small,1,None,N,,Pilot,0,MINOR OR NO DAMAGE
FEDEX EXPRESS,MD-11,09/03/15 00:00:00,TN,MEMPHIS INTL,Take-off run,0,,Unknown bird,1,None,N,,Airport Operations,0,ASSUME ONE STRUCK.  FEDEX FLIGHT 40 REPORTED TO ATC THEY STRUCK A BIRD ON DEPARTURE FORM RWY 18C.  ATC RELAYED TO ARPT OPS THE STRIKE OCCURRED ABOUT 1000' DOWN THE RWY.  INSPECTION WAS CONDUCTED BY ARPT OPS AND NO REMAINS WERE FOUND AND NO ACTIVITY OBSERVED.
GOJET AIRLINES,CRJ700,09/03/15 00:00:00,IL,CHICAGO O'HARE INTL ARPT,Approach,50,130,Sora,1,None,N,,Other,1,OPS FOUND BTWN TWY H1 AND TWY M.  NOTHING WAS FOUND ON THE PLANE.  ID'D BY WS.
JETBLUE AIRWAYS,EMB-190,09/03/15 00:00:00,,UNKNOWN,,,,Cedar waxwing,1,None,N,,Airport Operations,1,A/C MECHANIC DISCOVERED REMAINS OF BIRD ON LEFT WING FLAP DURING POST FLIGHT INSPECTION.
JETBLUE AIRWAYS,A-320,09/03/15 00:00:00,NY,JOHN F KENNEDY INTL,Approach,2600,180,Unknown bird,1,None,N,,,0,
BUSINESS,CHALLENGER 300,09/03/15 00:00:00,OH,FINDLAY ARPT,Approach,100,116,Turkey vulture,1,None,N,,Pilot,0,"NO DAMAGE TO A/C, NO BIRD REMAINS OTHER THAN FLUID LEFT ON A/C WINGLET."
NETJETS AVIATION,C-560,09/03/15 00:00:00,OR,SOUTHWEST OREGON REGIONAL ARPT,Take-off run,0,100,Barn swallow,1,None,N,,Pilot,0,"BIRD WAS STRUCK JUST AT ROTATION AS FLOCK WAS CROSSING THE RWY.  OTHER THAN SOME FEATHERS AND BLOOD ON THE RADOME UPON LANDING AT KSLE, THERE WAS NOTHING TO ""COLLECT"" BUT COLORATION, FORKED TAIL AND FLIGHT PATTERN WAS DIAGNOSTIC OF A FLOCK OF BARN SWALLOWS (PILOT STUDIES BIRDS)."
PHI INC,EC135,09/03/15 00:00:00,,UNKNOWN,En Route,2500,120,Unknown bird - small,1,None,,,Pilot,0,BIRD STRUCK THE NOSE OF THE A/C DURING CRUISE.  LANDED AT KPHX AND FOUND DAMAGE TO THE NOSE OF THE A/C.
VIRGIN ATLANTIC,B-747-400,09/02/15 00:00:00,FL,ORLANDO INTL,Climb,,,Unknown bird,1,None,N,,Other,0,STRUCK UNKNKOWN ON CLIMB OUT FROM 17R.  T/O WAS AT 20:53 PM NIGHT
UNKNOWN,UNKNOWN,09/01/15 00:00:00,MO,SPRINGFIELD-BRANSON NATIONAL,,,,Killdeer,1,,,,Carcass Found,1,FOUND DURING MORNING INSPECTION.  7:00 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,MO,SPRINGFIELD-BRANSON NATIONAL,,,,Killdeer,1,,,,Carcass Found,1,FOUND DURING MORNING INSPECTION.  8:15 AM DAY
SKYWEST AIRLINES,CRJ700,09/02/15 00:00:00,,UNKNOWN,,,,Eastern kingbird,1,None,N,,Other,1,ASSUME 1 STRUCK.  REMAINS COLLECTED AT GATE.  NO DAMAGES REPORTED.  UNKNOWN WHERE STRIKE OCCURRED.
SOUTHWEST AIRLINES,B-737-800,09/01/15 00:00:00,CO,DENVER INTL AIRPORT,Landing Roll,0,151,Burrowing owl,1,None,N,,Pilot,1,ASSUME ONE STRUCK.  REMAINS COLLECTED BY SWA MX AT GATE.  NO DAMAGES REPORTED.
UNITED AIRLINES,B-777-200,09/01/15 00:00:00,,UNKNOWN,,,,Mourning dove,1,None,N,,Other,1,"REMAINS FOUND AFTER LANDING KORD, STRIKE REPORTED TO OCCUR WHILE EN ROUTE TO ORD.  SAMPLE TAKEN FROM TOP OF WINDSHIELD, RIGHT OF CENTER.  6:16 AM DAWN"
UPS AIRLINES,A-300,09/01/15 00:00:00,TX,SAN ANTONIO INTL,Approach,1400,139,Unknown bird - small,1,None,N,,Air Transport Operations,0,"SAW 3, STRUCK 1"
UPS AIRLINES,A-300,09/01/15 00:00:00,NJ,NEWARK LIBERTY INTL ARPT,Approach,2000,190,Unknown bird - small,1,None,N,,Air Transport Operations,0,SCUFF ON LEFT SIDE OF FUSELAGE BEFORE CREW ENTRY DOOR.  NO APPARENT DAMAGE.
UPS AIRLINES,B-757-200,09/01/15 00:00:00,,CLARK INTL,Take-off run,0,120,Unknown bird - small,1,None,N,,Air Transport Operations,0,"SAW 5, STRUCK 1.  NO DAMAGE."
UNKNOWN,UNKNOWN,09/01/15 00:00:00,TX,DALLAS LOVE FIELD ARPT,,,,Virginia opossum,1,,,,Carcass Found,1,DEAD OPOSSUM FOUND ON RWY 13L BTWN TWYS D AND A3.  8:00 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,OH,JAMES M COX DAYTON INTL,,,,Eastern meadowlark,1,,,,Carcass Found,1,FOUND ON NORTH SIDE OF RWY NEAR THE SHOULDER AT TWY B.  8:35 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,OH,JAMES M COX DAYTON INTL,,,,Killdeer,1,,,,Carcass Found,1,FOUND FULLY INTACT KILLDEER ON RWY 18 AT TWY C.  8:45 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,TX,DALLAS/FORT WORTH INTL ARPT,,,,Yellow-crowned night-heron,1,,,,Carcass Found,1,FOUND DURING 17R/35L DRI.  RWY WAS CLOSED FROM 8:14 TO 8:28.  BIRD WAS FOUND 210' WEST OF RWY C/L AND 75' SOUTH OF TWY EL C/L.  8:22 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,MI,DETROIT METRO WAYNE COUNTY ARPT,,,,Killdeer,1,,,,Carcass Found,1,FOUND DURING DAY SHIFT RUNWAY INSPECTION.  8:20 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,IN,EVANSVILLE REGIONAL,,,,American kestrel,1,,,,Carcass Found,1,FOUND DURING MORNING FOD CHECK.  4:01 AM NIGHT
UNKNOWN,UNKNOWN,09/01/15 00:00:00,IN,EVANSVILLE REGIONAL,,,,Mourning dove,1,,,,Carcass Found,1,
UNKNOWN,UNKNOWN,09/01/15 00:00:00,OH,RICKENBACKER INTL,,,,"Sandpipers, curlews, phalaropes, allies",1,,,,Carcass Found,1,NO PIREP.  10:30 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,PA,HARRISBURG INTL,,,,Eastern meadowlark,1,,,,Carcass Found,1,REMAINS FOUND ON RWY DURING INSPECTION.  3:35 AM NIGHT
UNKNOWN,UNKNOWN,09/01/15 00:00:00,PA,HARRISBURG INTL,,,,Barn swallow,2-10,,,,Carcass Found,1,2 BARN SWALLOW REMAINS FOUND ON RWY.  NO A/C REPORTED A STRIKE. 10:45 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,OR,ROGUE VALLEY INTL - MEDFORD ARPT,,,,Thrushes,1,,,,Carcass Found,1,A SMALL THRUSH BIRD WAS LOCATED NEAR A2 ON RWY 14/32 DURING A MORNING SELF-INSPECTION.  9:15 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,MT,MISSOULA INTL ARPT,,,,American kestrel,1,,,,Carcass Found,1,10:30 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,NE,EPPLEY AIRFIELD,,,,Barn swallow,1,,,,Carcass Found,1,FOUND BY OPS.  10:46 AM DAY
SPIRIT AIRLINES,A-320,09/01/15 00:00:00,FL,FORT LAUDERDALE/HOLLYWOOD INTL,Approach,,,Black-throated blue warbler,1,None,N,,Other,1,EVIDENCE OF BIRD STRIKE NOTICED BY SPIRIT MX ON POST FLIGHT INSPECTION.  SPIRIT MX COLLECTED REMAINS AND NOTIFIED THE AOCC.  BIRD IMPACTED ON THE RADOME AND THE PILOT TOLD MX IT WAS HIT DURING THE APCH.
SOUTHWEST AIRLINES,B-737-800,09/01/15 00:00:00,,UNKNOWN,,,,Unknown bird,1,None,N,,Airport Operations,0,"ASSUME ONE STRUCK.  NO DAMAGE, NO REMAINS TO COLLECT.  NO CREW, REPORTED BY GROUND CREW WHO HAD NO INFORMATION.  22:30"
UNKNOWN,UNKNOWN,09/01/15 00:00:00,IL,CHICAGO O'HARE INTL ARPT,,,,Killdeer,1,,,,Carcass Found,1,OPS REMOVED FROM RWY 27R AT 5000' REMAINING MARKER.  ID'D BY USDA.  3:00 AM NIGHT
UNKNOWN,UNKNOWN,09/01/15 00:00:00,IL,CHICAGO O'HARE INTL ARPT,,,,Mourning dove,1,,,,Carcass Found,1,REMAINS FOUND ON RWY AT TWY F.  ID'D BY USDA.  9:00 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,IL,CHICAGO O'HARE INTL ARPT,,,,Barn swallow,1,,,,Carcass Found,1,BARNS SWALLOW FOUND AT THE HOLD BAR AT TWY T1. ID'D BY USDA.  9:10 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,IL,CHICAGO O'HARE INTL ARPT,,,,Mourning dove,1,,,,Carcass Found,1,REMAINS FOUND ON RWY AT TWY A1.  ID'D BY USDA.  9:50 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,FL,PUNTA GORDA ARPT,,,,Eastern meadowlark,1,,,,Carcass Found,1,NO WILDLIFE STRIKE REPORTED TO ATCT BY ANY PILOTS.  DEAD BIRD FOUND ON RWY 15 DURING AIRFIELD INSPECTION.  11:20 AM DAY
UNKNOWN,UNKNOWN,09/01/15 00:00:00,SD,RAPID CITY REGIONAL,,,,Swallows,1,,,,Carcass Found,1,
UNKNOWN,UNKNOWN,09/01/15 00:00:00,MO,ROSECRANS MEMORIAL ARPT,,,,Sparrows,1,,,,Carcass Found,1,8:45 AM DAY
ALASKA AIRLINES,EMB-190,09/02/15 00:00:00,,UNKNOWN,,,,Unknown bird,1,None,N,,Air Transport Operations,0,BIRD STRIKE TO FORWARD FUSELAGE NEAR THE CAPTAIN'S SIDE WINDOW.  FOUND ON ARRIVAL.  MTC ADVISED.
BUSINESS,EC130,09/02/15 00:00:00,,UNKNOWN,En Route,700,92,Unknown bird - medium,1,None,N,,Pilot,0,NO DAMAGE.  NO INJURIES.
AIR WISCONSIN AIRLINES,CRJ100/200,09/02/15 00:00:00,NY,GREATER ROCHESTER INTL,Approach,5,,Red-tailed hawk,1,None,N,,Airport Operations,1,
AMERICAN AIRLINES,EMB-190,09/02/15 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,Approach,20,,Barn swallow,2-10,None,N,,Other,1,PILOT REPORTED STRIKING BIRD ON APCH JUST PRIOR TO T/D ON RWY 27 AT TWY C.  RWY CHECKED.  2 SMALL BIRDS FOUND.  AC INSPECTED NO DAMAGE.
BUSINESS,CIRRUS SR 20/22,09/02/15 00:00:00,MI,KALAMAZOO/BATTLE CREEK INTL,Departure,,,Unknown bird,1,None,N,,Tower,0,REPT BIRD STRIKE OF UNKN SIZE/SPECIES AS A/C DEPARTED.
DELTA AIR LINES,A-319,09/02/15 00:00:00,,UNKNOWN,,,,Nashville warbler,2-10,None,N,,Airport Operations,1,3 STRIKES FOUND ON THE NUMBER 2 ENGINE DURING PRE-FLIGHT.  RWY 16R WAS INSPECTED.  NO REMAINS FOUND.
DELTA AIR LINES,B-717-200,09/02/15 00:00:00,NY,LA GUARDIA ARPT,Approach,,,Perching birds (y),1,None,N,,Airport Operations,1,ASSUME 1 STRUCK.  BIRD STRIKE OCCURRED ON APCH TO LGA.  PER MX NO DAMAGE REPORTED TO RADOME AND A/C.  WASN'T ABLE TO QUESTION THE FLIGHT CREW DUE TO CREW CHANGE.
DELTA AIR LINES,B-717-200,09/02/15 00:00:00,PA,HARRISBURG INTL,Approach,200,,Unknown bird - small,1,None,N,,Airport Operations,1,
